date,engine,engine_version,suite,assembly,instance_type,run_index,wall_time_sec,peak_rss_mb,pct_cpu,major_page_faults,minor_page_faults,cache_state,notes
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8gd.8xlarge,18,42.770,2042.1,331,1664,205485,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=18
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8gd.8xlarge,19,43.670,2049.2,328,1386,208224,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=19
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8gd.8xlarge,20,43.260,2052.5,329,1474,207786,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=20
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8gd.8xlarge,median_of_20,43.650,2044.1,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;p5=42.775;p25=43.260;p75=44.130;p95=44.418;min=42.770;max=44.420;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.038
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,1,33.540,2038.1,372,67,203571,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=1
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,2,32.460,2040.8,379,74,201275,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=2
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,3,33.280,2042.5,367,67,202093,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=3
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,4,32.330,2037.7,369,76,204348,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=4
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,5,32.970,2041.9,370,61,202487,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=5
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,6,33.360,2043.2,373,52,203475,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=6
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,7,32.900,2042.5,381,73,203963,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=7
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,8,33.260,2043.5,372,76,202752,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=8
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,9,33.140,2043.7,367,55,202464,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=9
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,10,32.540,2044.2,367,53,200857,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=10
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,11,32.710,2034.9,369,66,204934,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=11
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,12,33.670,2039.5,369,60,201012,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=12
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,13,33.020,2038.7,373,76,205608,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=13
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,14,33.270,2034.6,376,78,201808,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=14
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,15,32.750,2040.1,374,102,203826,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=15
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,16,34.490,2037.0,373,68,203447,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=16
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,17,33.840,2039.5,372,48,203736,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=17
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,18,33.490,2044.9,371,35,199100,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=18
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,19,33.170,2043.8,380,75,203984,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=19
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,20,33.050,2037.4,372,48,200389,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;clone_run_index=20
2026-09-18,fastvep,0.3.0,clinvar_grch37,GRCh37,r8id.8xlarge,median_of_20,33.155,2040.4,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s01;p5=32.337;p25=32.788;p75=33.458;p95=34.458;min=32.330;max=34.490;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.066
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,1,121.910,3632.4,361,716,678978,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=1
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,2,122.240,3625.6,370,720,678761,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=2
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,3,122.800,3627.9,373,726,682999,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=3
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,4,119.230,3625.2,360,633,678159,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=4
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,5,119.500,3630.0,365,564,678588,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=5
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,6,120.950,3628.9,363,599,676493,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=6
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,7,119.270,3637.6,363,607,671489,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=7
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,8,122.510,3634.4,373,659,677789,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=8
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,9,121.110,3626.7,368,531,678015,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=9
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,10,119.440,3634.1,362,602,678682,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=10
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,11,119.960,3630.4,373,781,679657,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=11
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,12,123.350,3636.3,369,715,680862,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=12
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,13,122.970,3630.8,362,552,675792,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=13
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,14,121.840,3627.4,364,584,675369,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=14
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,15,120.810,3636.2,367,594,672786,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=15
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,16,118.450,3634.3,369,578,673120,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=16
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,17,123.770,3633.0,361,597,672928,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=17
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,18,121.140,3625.6,363,630,677559,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=18
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,19,121.650,3629.1,369,637,674271,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=19
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,20,119.740,3634.0,370,549,675830,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=20
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8gd.8xlarge,median_of_20,121.125,3630.6,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;p5=118.489;p25=119.560;p75=122.443;p95=123.749;min=118.450;max=123.770;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.044
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,1,93.920,3624.1,397,35,675697,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=1
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,2,91.020,3637.3,401,29,672957,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=2
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,3,91.770,3623.9,406,19,672584,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=3
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,4,90.210,3630.5,401,14,675860,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=4
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,5,91.730,3627.3,401,16,678142,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=5
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,6,89.400,3628.0,400,24,674620,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=6
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,7,90.620,3622.1,398,28,676637,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=7
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,8,90.300,3630.7,402,21,678743,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=8
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,9,92.440,3628.0,401,23,681272,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=9
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,10,89.580,3630.1,397,18,671926,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=10
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,11,90.210,3623.8,399,14,669054,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=11
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,12,90.500,3631.9,407,18,676672,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=12
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,13,89.690,3638.3,403,19,678526,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=13
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,14,90.580,3633.4,403,18,675961,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=14
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,15,89.370,3622.4,394,18,675436,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=15
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,16,89.820,3629.4,397,18,675524,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=16
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,17,90.680,3625.6,403,7,678212,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=17
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,18,90.020,3629.7,401,17,674609,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=18
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,19,89.470,3639.8,404,23,673214,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=19
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,20,90.060,3621.0,395,24,678108,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;clone_run_index=20
2026-09-18,fastvep,0.3.0,clinvar_grch38,GRCh38,r8id.8xlarge,median_of_20,90.255,3628.7,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s02;p5=89.372;p25=89.723;p75=90.935;p95=93.846;min=89.370;max=93.920;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.050
2026-09-18,fastvep,0.3.0,gnomad_v2.1.1_chr21,GRCh37,r8gd.8xlarge,1,68.340,620.7,140,320,175665,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s03;clone_run_index=1
2026-09-18,fastvep,0.3.0,gnomad_v2.1.1_chr21,GRCh37,r8gd.8xlarge,2,68.800,622.5,140,343,175044,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s03;clone_run_index=2
2026-09-18,fastvep,0.3.0,gnomad_v2.1.1_chr21,GRCh37,r8gd.8xlarge,3,68.560,622.1,140,265,176621,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s03;clone_run_index=3
2026-09-18,fastvep,0.3.0,gnomad_v2.1.1_chr21,GRCh37,r8gd.8xlarge,4,67.960,620.1,140,324,173560,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s03;clone_run_index=4
2026-09-18,fastvep,0.3.0,gnomad_v2.1.1_chr21,GRCh37,r8gd.8xlarge,5,67.950,620.9,140,271,176036,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s03;clone_run_index=5
2026-09-18,fastvep,0.3.0,gnomad_v2.1.1_chr21,GRCh37,r8gd.8xlarge,6,68.210,617.0,140,346,171308,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s03;clone_run_index=6
2026-09-18,fastvep,0.3.0,gnomad_v2.1.1_chr21,GRCh37,r8gd.8xlarge,7,67.800,622.2,140,269,174200,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s03;clone_run_index=7
