transcript_id	contig	feature_type	biotype
ENST00000623599	18	unconfirmed_transcript	TEC
ENST00000623600	12	unconfirmed_transcript	TEC
ENST00000623602	19	unconfirmed_transcript	TEC
ENST00000623606	12	unconfirmed_transcript	TEC
ENST00000623613	17	unconfirmed_transcript	TEC
ENST00000623616	8	unconfirmed_transcript	TEC
ENST00000623619	15	unconfirmed_transcript	TEC
ENST00000623620	15	unconfirmed_transcript	TEC
ENST00000623621	19	unconfirmed_transcript	TEC
ENST00000623623	9	unconfirmed_transcript	TEC
ENST00000623624	15	unconfirmed_transcript	TEC
ENST00000623625	3	unconfirmed_transcript	TEC
ENST00000623627	15	unconfirmed_transcript	TEC
ENST00000623628	12	unconfirmed_transcript	TEC
ENST00000623633	10	unconfirmed_transcript	TEC
ENST00000623636	11	unconfirmed_transcript	TEC
ENST00000623639	8	unconfirmed_transcript	TEC
ENST00000623641	20	unconfirmed_transcript	TEC
ENST00000623645	16	unconfirmed_transcript	TEC
ENST00000623649	11	unconfirmed_transcript	TEC
ENST00000623654	17	unconfirmed_transcript	TEC
ENST00000623656	6	unconfirmed_transcript	TEC
ENST00000623657	10	unconfirmed_transcript	TEC
ENST00000623658	17	unconfirmed_transcript	TEC
ENST00000623659	12	unconfirmed_transcript	TEC
ENST00000623666	12	unconfirmed_transcript	TEC
ENST00000623668	19	unconfirmed_transcript	TEC
ENST00000623669	1	unconfirmed_transcript	TEC
ENST00000623674	2	unconfirmed_transcript	TEC
ENST00000623679	8	unconfirmed_transcript	TEC
ENST00000623680	18	unconfirmed_transcript	TEC
ENST00000623681	12	unconfirmed_transcript	TEC
ENST00000623682	12	unconfirmed_transcript	TEC
ENST00000623685	1	unconfirmed_transcript	TEC
ENST00000623688	4	unconfirmed_transcript	TEC
ENST00000623690	5	unconfirmed_transcript	TEC
ENST00000623694	11	unconfirmed_transcript	TEC
ENST00000623695	19	unconfirmed_transcript	TEC
ENST00000623696	7	unconfirmed_transcript	TEC
ENST00000623697	11	unconfirmed_transcript	TEC
ENST00000623698	18	unconfirmed_transcript	TEC
ENST00000623701	11	unconfirmed_transcript	TEC
ENST00000623704	5	unconfirmed_transcript	TEC
ENST00000623707	2	unconfirmed_transcript	TEC
ENST00000623708	16	unconfirmed_transcript	TEC
ENST00000623712	19	unconfirmed_transcript	TEC
ENST00000623713	9	unconfirmed_transcript	TEC
ENST00000623718	7	unconfirmed_transcript	TEC
ENST00000623719	17	unconfirmed_transcript	TEC
ENST00000623722	19	unconfirmed_transcript	TEC
ENST00000623729	16	unconfirmed_transcript	TEC
ENST00000623731	16	unconfirmed_transcript	TEC
ENST00000623734	2	unconfirmed_transcript	TEC
ENST00000623737	12	unconfirmed_transcript	TEC
ENST00000623739	11	unconfirmed_transcript	TEC
ENST00000623742	19	unconfirmed_transcript	TEC
ENST00000623745	16	unconfirmed_transcript	TEC
ENST00000623746	12	unconfirmed_transcript	TEC
ENST00000623747	16	unconfirmed_transcript	TEC
ENST00000623748	1	unconfirmed_transcript	TEC
ENST00000623751	17	unconfirmed_transcript	TEC
ENST00000623755	10	unconfirmed_transcript	TEC
ENST00000623762	17	unconfirmed_transcript	TEC
ENST00000623763	2	unconfirmed_transcript	TEC
ENST00000623765	11	unconfirmed_transcript	TEC
ENST00000623766	12	unconfirmed_transcript	TEC
ENST00000623767	19	unconfirmed_transcript	TEC
ENST00000623768	21	unconfirmed_transcript	TEC
ENST00000623770	7	unconfirmed_transcript	TEC
ENST00000623771	21	unconfirmed_transcript	TEC
ENST00000623773	17	unconfirmed_transcript	TEC
ENST00000623774	17	unconfirmed_transcript	TEC
ENST00000623777	2	unconfirmed_transcript	TEC
ENST00000623779	2	unconfirmed_transcript	TEC
ENST00000623780	17	unconfirmed_transcript	TEC
ENST00000623784	2	unconfirmed_transcript	TEC
ENST00000623785	11	unconfirmed_transcript	TEC
ENST00000623793	17	unconfirmed_transcript	TEC
ENST00000623796	10	unconfirmed_transcript	TEC
ENST00000623798	17	unconfirmed_transcript	TEC
ENST00000623801	3	unconfirmed_transcript	TEC
ENST00000623802	17	unconfirmed_transcript	TEC
ENST00000623804	12	unconfirmed_transcript	TEC
ENST00000623805	16	unconfirmed_transcript	TEC
ENST00000623807	11	unconfirmed_transcript	TEC
ENST00000623811	12	unconfirmed_transcript	TEC
ENST00000623815	6	unconfirmed_transcript	TEC
ENST00000623816	16	unconfirmed_transcript	TEC
ENST00000623817	16	unconfirmed_transcript	TEC
ENST00000623818	2	unconfirmed_transcript	TEC
ENST00000623820	4	unconfirmed_transcript	TEC
ENST00000623821	12	unconfirmed_transcript	TEC
ENST00000623822	5	unconfirmed_transcript	TEC
ENST00000623825	8	unconfirmed_transcript	TEC
ENST00000623826	2	unconfirmed_transcript	TEC
ENST00000623827	12	unconfirmed_transcript	TEC
ENST00000623828	17	unconfirmed_transcript	TEC
ENST00000623831	11	unconfirmed_transcript	TEC
ENST00000623832	11	unconfirmed_transcript	TEC
ENST00000623833	19	unconfirmed_transcript	TEC
ENST00000623835	17	unconfirmed_transcript	TEC
ENST00000623836	2	unconfirmed_transcript	TEC
ENST00000623838	16	unconfirmed_transcript	TEC
ENST00000623840	17	unconfirmed_transcript	TEC
ENST00000623842	16	unconfirmed_transcript	TEC
ENST00000623843	14	unconfirmed_transcript	TEC
ENST00000623844	18	unconfirmed_transcript	TEC
ENST00000623850	16	unconfirmed_transcript	TEC
ENST00000623851	12	unconfirmed_transcript	TEC
ENST00000623853	16	unconfirmed_transcript	TEC
ENST00000623855	12	unconfirmed_transcript	TEC
ENST00000623856	16	unconfirmed_transcript	TEC
ENST00000623858	6	processed_transcript	processed_transcript
ENST00000623862	5	unconfirmed_transcript	TEC
ENST00000623863	1	unconfirmed_transcript	TEC
ENST00000623864	2	unconfirmed_transcript	TEC
ENST00000623868	18	unconfirmed_transcript	TEC
ENST00000623870	12	unconfirmed_transcript	TEC
ENST00000623871	12	unconfirmed_transcript	TEC
ENST00000623872	11	unconfirmed_transcript	TEC
ENST00000623873	13	unconfirmed_transcript	TEC
ENST00000623875	5	unconfirmed_transcript	TEC
ENST00000623877	16	unconfirmed_transcript	TEC
ENST00000623878	16	unconfirmed_transcript	TEC
ENST00000623880	8	unconfirmed_transcript	TEC
ENST00000623883	15	unconfirmed_transcript	TEC
ENST00000623886	16	unconfirmed_transcript	TEC
ENST00000623889	9	unconfirmed_transcript	TEC
ENST00000623894	12	unconfirmed_transcript	TEC
ENST00000623897	5	unconfirmed_transcript	TEC
ENST00000623900	10	unconfirmed_transcript	TEC
ENST00000623902	15	unconfirmed_transcript	TEC
ENST00000623904	6	unconfirmed_transcript	TEC
ENST00000623905	17	unconfirmed_transcript	TEC
ENST00000623908	12	unconfirmed_transcript	TEC
ENST00000623909	11	unconfirmed_transcript	TEC
ENST00000623911	13	unconfirmed_transcript	TEC
ENST00000623917	11	unconfirmed_transcript	TEC
ENST00000623918	20	unconfirmed_transcript	TEC
ENST00000623920	14	unconfirmed_transcript	TEC
ENST00000623921	16	unconfirmed_transcript	TEC
ENST00000623925	4	unconfirmed_transcript	TEC
ENST00000623931	12	unconfirmed_transcript	TEC
ENST00000623934	7	unconfirmed_transcript	TEC
ENST00000623937	16	unconfirmed_transcript	TEC
ENST00000623938	18	unconfirmed_transcript	TEC
ENST00000623941	7	unconfirmed_transcript	TEC
ENST00000623944	19	unconfirmed_transcript	TEC
ENST00000623945	12	unconfirmed_transcript	TEC
ENST00000623948	5	unconfirmed_transcript	TEC
ENST00000623949	4	unconfirmed_transcript	TEC
ENST00000623952	17	unconfirmed_transcript	TEC
ENST00000623953	10	unconfirmed_transcript	TEC
ENST00000623955	18	unconfirmed_transcript	TEC
ENST00000623958	10	unconfirmed_transcript	TEC
ENST00000623962	21	unconfirmed_transcript	TEC
ENST00000623964	8	unconfirmed_transcript	TEC
ENST00000623965	12	unconfirmed_transcript	TEC
ENST00000623967	20	unconfirmed_transcript	TEC
ENST00000623968	6	unconfirmed_transcript	TEC
ENST00000623969	22	unconfirmed_transcript	TEC
ENST00000623972	10	unconfirmed_transcript	TEC
ENST00000623974	12	unconfirmed_transcript	TEC
ENST00000623975	12	unconfirmed_transcript	TEC
ENST00000623979	5	unconfirmed_transcript	TEC
ENST00000623981	16	unconfirmed_transcript	TEC
ENST00000623982	10	unconfirmed_transcript	TEC
ENST00000623986	2	unconfirmed_transcript	TEC
ENST00000623987	12	unconfirmed_transcript	TEC
ENST00000623988	8	unconfirmed_transcript	TEC
ENST00000623990	11	unconfirmed_transcript	TEC
ENST00000623993	12	unconfirmed_transcript	TEC
ENST00000623994	19	unconfirmed_transcript	TEC
ENST00000623996	12	unconfirmed_transcript	TEC
ENST00000624000	18	unconfirmed_transcript	TEC
ENST00000624002	12	unconfirmed_transcript	TEC
ENST00000624003	X	unconfirmed_transcript	TEC
ENST00000624004	3	unconfirmed_transcript	TEC
ENST00000624007	19	unconfirmed_transcript	TEC
ENST00000624010	12	unconfirmed_transcript	TEC
ENST00000624013	12	unconfirmed_transcript	TEC
ENST00000624016	3	unconfirmed_transcript	TEC
ENST00000624017	16	unconfirmed_transcript	TEC
ENST00000624018	11	unconfirmed_transcript	TEC
ENST00000624021	5	unconfirmed_transcript	TEC
ENST00000624022	19	unconfirmed_transcript	TEC
ENST00000624025	10	unconfirmed_transcript	TEC
ENST00000624026	13	unconfirmed_transcript	TEC
ENST00000624028	12	unconfirmed_transcript	TEC
ENST00000624029	7	unconfirmed_transcript	TEC
ENST00000624030	5	unconfirmed_transcript	TEC
ENST00000624033	5	unconfirmed_transcript	TEC
ENST00000624035	17	unconfirmed_transcript	TEC
ENST00000624036	11	unconfirmed_transcript	TEC
ENST00000624037	18	unconfirmed_transcript	TEC
ENST00000624039	17	unconfirmed_transcript	TEC
ENST00000624044	15	unconfirmed_transcript	TEC
ENST00000624045	16	unconfirmed_transcript	TEC
ENST00000624046	16	unconfirmed_transcript	TEC
ENST00000624048	12	unconfirmed_transcript	TEC
ENST00000624049	18	unconfirmed_transcript	TEC
ENST00000624053	12	unconfirmed_transcript	TEC
ENST00000624055	16	unconfirmed_transcript	TEC
ENST00000624056	12	unconfirmed_transcript	TEC
ENST00000624057	11	unconfirmed_transcript	TEC
ENST00000624058	2	unconfirmed_transcript	TEC
ENST00000624060	1	unconfirmed_transcript	TEC
ENST00000624062	10	unconfirmed_transcript	TEC
ENST00000624065	17	unconfirmed_transcript	TEC
ENST00000624066	18	unconfirmed_transcript	TEC
ENST00000624067	15	unconfirmed_transcript	TEC
ENST00000624068	19	unconfirmed_transcript	TEC
ENST00000624070	2	unconfirmed_transcript	TEC
ENST00000624076	19	unconfirmed_transcript	TEC
ENST00000624079	19	unconfirmed_transcript	TEC
ENST00000624082	16	unconfirmed_transcript	TEC
ENST00000624087	12	unconfirmed_transcript	TEC
ENST00000624088	19	unconfirmed_transcript	TEC
ENST00000624090	17	unconfirmed_transcript	TEC
ENST00000624092	18	unconfirmed_transcript	TEC
ENST00000624093	14	unconfirmed_transcript	TEC
ENST00000624094	11	unconfirmed_transcript	TEC
ENST00000624096	3	unconfirmed_transcript	TEC
ENST00000624097	17	unconfirmed_transcript	TEC
ENST00000624099	16	unconfirmed_transcript	TEC
ENST00000624100	11	unconfirmed_transcript	TEC
ENST00000624104	10	unconfirmed_transcript	TEC
ENST00000624106	5	unconfirmed_transcript	TEC
ENST00000624107	11	unconfirmed_transcript	TEC
ENST00000624114	4	unconfirmed_transcript	TEC
ENST00000624115	15	unconfirmed_transcript	TEC
ENST00000624118	5	unconfirmed_transcript	TEC
ENST00000624119	18	unconfirmed_transcript	TEC
ENST00000624121	3	unconfirmed_transcript	TEC
ENST00000624122	7	unconfirmed_transcript	TEC
ENST00000624123	1	unconfirmed_transcript	TEC
ENST00000624124	11	unconfirmed_transcript	TEC
ENST00000624125	1	unconfirmed_transcript	TEC
ENST00000624126	12	unconfirmed_transcript	TEC
ENST00000624127	16	unconfirmed_transcript	TEC
ENST00000624129	12	unconfirmed_transcript	TEC
ENST00000624132	9	unconfirmed_transcript	TEC
ENST00000624136	16	unconfirmed_transcript	TEC
ENST00000624137	16	unconfirmed_transcript	TEC
